ModelID	MSIScore	LoHFraction	WGD	CIN	Ploidy	Aneuploidy
ACH-001949	2.31					
ACH-001509	1.78	0.0475369939683234	1.0	0.52892192000977	3.71701228944231	28.0
ACH-002800	2.38	0.324558554086243	1.0	0.711777850552209	3.90089822792482	24.0
ACH-000001	1.67	0.173789349894003	1.0	0.649593858251448	3.80648817322323	23.0
ACH-000967	90.86					
ACH-000494	1.76	0.0138187802392662	0.0	0.0149281694631304	1.99700882522009	0.0
ACH-000324	2.83					
ACH-000784	2.07	0.511337178974751	1.0	0.681036609460937	2.97286368105331	20.0
ACH-000250	2.95	0.268534659769485	1.0	0.618428085102485	3.25052134037945	26.0
ACH-001696	2.55	0.233716197468687	1.0	0.669698902803956	3.10240175918314	24.0
ACH-003283	1.85	0.0008963580498327	0.0	0.0008963727732584	1.99914594951048	0.0
ACH-000780	0.65					
ACH-000493	1.64	0.175172178229395	1.0	0.819957685568947	4.45366813618149	23.0
ACH-000822	1.66					
ACH-000735	2.08	0.242463466942001	0.0	0.399640126696893	2.17943486578167	10.0
ACH-002035	2.38	0.352123238250431	1.0	0.690101292839052	2.67840330838277	25.0
ACH-000361	0.87	0.25204949316948	1.0	0.749941700599502	4.61908824727153	25.0
ACH-001398	2.65	0.319049159894401	1.0	0.484828962549768	3.03395633328881	13.0
ACH-000535	2.17	0.302329582305479	1.0	0.757832212776524	3.99761446899011	34.0
ACH-000117	2.17	0.280133473677046	1.0	0.614002473060986	3.51446755689069	31.0
ACH-000378	1.99	0.323887473479145	1.0	0.741937347275692	3.43764761958485	18.0
ACH-001814	2.49	0.262480062512918	1.0	0.635681544199994	3.43260433731478	20.0
ACH-000616	0.72					
ACH-000525	0.8	0.474598175976167	0.0	0.598909746053575	1.90307065915482	14.0
ACH-000950	88.59					
ACH-000682	2.26	0.259611344676743	1.0	0.692422434320755	3.91066451235178	24.0
ACH-001393	2.89					
ACH-000233	1.73	0.0174250355118321	1.0	0.362605902570714	3.41738516381196	15.0
ACH-000653	2.33	0.288970989685044	1.0	0.633802919605561	2.99435457462895	22.0
ACH-000913	0.62					
ACH-002689	1.44	0.465483934619242	1.0	0.695818739129901	2.72972266932448	30.0
ACH-000510	1.09	0.421248516785279	1.0	0.769020754322578	3.35949366229628	22.0
ACH-000483	2.2	0.196987499929048	1.0	0.530742153436723	3.38417690348608	19.0
ACH-001210	2.72	0.0242537357464543	0.0	0.126913324055698	2.18145714348737	2.0
ACH-000479	2.07					
ACH-000438	2.86					
ACH-001430	2.0	0.175281723556808	0.0	0.502733830803149	2.37806305386851	14.0
ACH-000869	2.42	0.348271838953203	1.0	0.715871703163449	4.39862267667668	36.0
ACH-000486	2.15	0.0603225592175003	1.0	0.392658479084384	3.45785688048332	14.0
ACH-000856	53.99					
ACH-000344	3.03	0.573549230303436	1.0	0.4906439961454	2.95979656968492	32.0
ACH-001677	2.14	0.231356042182366	0.0	0.307903231223378	2.13135607205761	5.0
ACH-000054	2.07	0.0017710476701656	0.0	0.0538216344905667	2.04758822960288	1.0
ACH-001307	2.37	0.287302278546677	1.0	0.680331808846134	4.43590437506177	25.0
ACH-000955	88.91					
ACH-000669	1.09	0.347980716675193	1.0	0.747270384688124	3.10357351095679	21.0
ACH-000537	2.41	0.324545536191814	1.0	0.540840153218821	2.36291830398538	15.0
ACH-000232	1.53	0.262951028983455	1.0	0.608446944115124	2.9060601556767	17.0
ACH-002531	2.56					
ACH-001492	2.14	0.0192383071452373	0.0	0.108936692027689	2.09811504940349	6.0
ACH-000817	2.9	0.385032070863905	1.0	0.69268689133826	2.98653211513889	26.0
ACH-002669	2.24					
ACH-000693	1.92	0.481143409088302	1.0	0.707470748354898	2.84521289245839	25.0
ACH-001547	1.86	0.110165024202462	1.0	0.143602051444925	4.0774367042515	3.0
ACH-002801	2.11					
ACH-000420	1.4	0.233458259625705	0.0	0.633665808292152	2.51067663905147	29.0
ACH-000814	2.03	0.116918452015685	1.0	0.334140888932616	4.21068456523286	12.0
